ENTRY NAME,CODE,PUBLICATION,WEBSERVER,LINK,FOLDER1,CATEGORY1,SUBCATEGORY1,SUBSUBCATEGORY1,DESCRIPTION,GITHUB_STARS,LAST_COMMIT,LAST_COMMIT_AGO,LICENSE,CITATIONS,JOURNAL,JIF,PAGE_ICON
Open_ChemSearch,https://github.com/ZIFODS/Open_ChemSearch,https://doi.org/10.1021/acs.jcim.4c00679,,,Ligand-based Virtual Screening,GPU,,,Open-Source Approach to GPU-Accelerated Substructure Search,3,2024-06-10T21:45:39Z,7 months ago,,0,Journal of Chemical Information and Modeling,5.6,material/expansion-card
LiSiCa,,https://doi.org/10.1021/acs.jcim.5b00136,,http://insilab.org/lisica/,Ligand-based Virtual Screening,Hybrid,,,(Already described above under 2D) Offers both 2D and 3D ligand similarity screening options based on graph-theoretical methods.,,,,,74,Journal of Chemical Information and Modeling,5.6,material/filter-variant
USearch,https://github.com/ashvardanian/usearch-molecules,,,,Ligand-based Virtual Screening,Precomputed Libraries,,,"USearch facilitates structural similarity searches across billions of molecules in milliseconds, focusing on chemoinformatics applications.",73,2024-03-24T06:02:11Z,10 months ago,,,,,material/library
PAPER,https://simtk.org/home/paper,,,,Ligand-based Virtual Screening,Shape Similarity,,,GPU accelerated alignment of molecular shapes using Gaussian overlays,,,,,,,,material/shape
Roshambo,https://github.com/molecularinformatics/roshambo,https://doi.org/10.1021/acs.jcim.4c01225,https://oschem.biogen.com/,,Ligand-based Virtual Screening,Shape Similarity,,,Open-source package for molecular alignment and 3D similarity calculations optimized for large-scale virtual screening of small molecules.,74,2024-08-23T13:44:47Z,4 months ago,,0,Journal of Chemical Information and Modeling,5.6,material/shape
Shape-IT,https://github.com/silicos-it/shape-it,https://doi.org/10.1021/j100011a016,,,Ligand-based Virtual Screening,Shape Similarity,,,uses Gaussian volumes to align and score molecular shapes,4,2021-08-06T15:45:02Z,,,241,The Journal of Physical Chemistry,,material/shape
USRCAT,https://bitbucket.org/aschreyer/usrcat,,,,Ligand-based Virtual Screening,Shape Similarity,,,ultra-fast shape recognition,,,,,,,,material/shape
iSIM,https://github.com/mqcomplab/iSIM/blob/main/iSIM_example.ipynb,https://doi.org/10.1021/acs.jcim.2c01073,,,Ligand-based Virtual Screening,Similarity calculations,,,Exposing the Limitations of Molecular Machine Learning with Activity Cliffs,38,2025-03-13T21:13:35Z,0 months ago,,105,Journal of Chemical Information and Modeling,5.6,material/sim
iSIM-sigma,https://github.com/mqcomplab/,https://doi.org/10.1101/2024.11.24.625084,,,Ligand-based Virtual Screening,Similarity calculations,,,efficient standard deviation calculation for molecular similarity,,,,,0,,,material/sim
Surflex-Tools,,,,http://www.biopharmics.com/,Ligand-based Virtual Screening,Similarity calculations,,,starting with version 4 (standalone).,,,,Commercial,,,,material/sim
Understanding active learning of molecular docking and its applications,,https://doi.org/10.32657/10356/69462,,,ML+AI,Active Learning,Reviews,,Understanding active learning of molecular docking and its applications,,,,,0,,,material/restore
Pat Walters Active Learning Lecture,,,,https://www.youtube.com/watch?v=GTwevhlz_x0,ML+AI,Active Learning,Videos,,,,,,,,,,material/restore
ActiveDelta,https://github.com/RekerLab/ActiveDelta,https://doi.org/10.3762/bjoc.20.185,,,ML+AI,Active Learning,,,predict molecular improvements from the best current training compound to prioritize molecules for training set expansion,8,2024-08-27T13:53:41Z,4 months ago,,0,Beilstein Journal of Organic Chemistry,2.2,material/restore
active-learning-drug-discovery,https://github.com/gitter-lab/active-learning-drug-discovery,,,,ML+AI,Active Learning,,,virtual screening (standalone),5,2025-02-01T10:21:26Z,0 months ago,,,,,material/restore
AL-VS,https://github.com/molecularinformatics/PretrainedAL-VS,https://doi.org/10.1021/acs.jcim.3c01938,,,ML+AI,Active Learning,,,Large-Scale Pretraining Improves Sample Efficiency of Active Learning-Based Virtual Screening,9,2024-03-07T06:04:17Z,10 months ago,,3,Journal of Chemical Information and Modeling,5.6,material/restore
ChemSpaceAL,https://github.com/gregory-kyro/ChemSpaceAL,https://doi.org/10.1021/acs.jcim.3c01456,,,ML+AI,Active Learning,,,"an Efficient Active Learning Methodology Applied to Protein-Specific Molecular Generation (generative chemistry) (standalone, 2024).",15,2023-12-14T23:54:27Z,13 months ago,,6,Journal of Chemical Information and Modeling,5.6,material/restore
Conformalpredictor,https://github.com/Carlssonlab/conformalpredictor,https://doi.org/10.1021/acs.jcim.4c00055.s001,,,ML+AI,Active Learning,,,Rapid Traversal of Ultralarge Chemical Space using Machine Learning Guided Docking Screens (standalone).,32,2025-01-20T09:05:53Z,0 months ago,,0,,,material/restore
DeepDocking,https://github.com/jamesgleave/Deep-Docking-NonAutomated,https://doi.org/10.1021/acscentsci.0c00229,,,ML+AI,Active Learning,,,Deep Docking: A Deep Learning Platform for Augmentation of Structure Based Drug Discovery,50,2022-11-24T21:07:59Z,26 months ago,,273,ACS Central Science,12.7,material/restore
HASTEN,https://github.com/TuomoKalliokoski/HASTEN,https://doi.org/10.1002/minf.202100089,,,ML+AI,Active Learning,,,Machine Learning Boosted Docking (HASTEN): An Open?source Tool To Accelerate Structure?based Virtual Screening Campaigns,37,2023-04-21T07:33:33Z,21 months ago,,14,Molecular Informatics,2.8,material/restore
molpal,https://github.com/coleygroup/molpal,https://doi.org/10.1039/D0SC06805E,,,ML+AI,Active Learning,,,Molecular Pool-based Active Learning,173,2023-04-20T19:20:33Z,21 months ago,,182,Chemical Science,7.6,material/restore
PyRMD2Dock,https://github.com/cosconatilab/PyRMD,https://doi.org/10.1021/acs.jcim.3c00647,,,ML+AI,Active Learning,,,Streamlining Large Chemical Library Docking with Artificial Intelligence: the PyRMD2Dock (and PyRMD) (ultralarge screening - 2023) (standalone).,82,2023-06-23T12:43:46Z,19 months ago,,6,Journal of Chemical Information and Modeling,5.6,material/restore
RAD,https://github.com/keiserlab/rad,https://doi.org/10.1021/acs.jcim.4c00683.s001,,,ML+AI,Active Learning,,,"Retrieval Augmented Docking (standalone, 2024).",5,2025-03-10T20:49:52Z,5 months ago,,0,,,material/restore
RAD (Retrieval Augmented Docking),https://github.com/keiserlab/rad,https://doi.org/10.1021/acs.jcim.4c00683,,,ML+AI,Active Learning,,,Retrieval Augmented Docking Using Hierarchical Navigable Small Worlds,5,2025-03-10T20:49:52Z,5 months ago,,0,Journal of Chemical Information and Modeling,5.6,material/restore
AMPL,https://github.com/ATOMScience-org/AMPL,https://doi.org/10.1021/acs.jcim.9b01053,,,ML+AI,Automatic Model Selection,,,"The ATOM Modeling PipeLine (AMPL) is an open-source, modular, extensible software pipeline for building and sharing models to advance in silico drug discovery, extending the functionality of DeepChem and supporting an array of machine learning and molecular featurization tools.",137,2024-10-02T16:20:36Z,3 months ago,,69,Journal of Chemical Information and Modeling,5.6,material/auto-fix
CHVS,https://github.com/Saeedmomo/Consensus_Holistic_Virtual_Screening,,,,ML+AI,Automatic Model Selection,,,"This repository contains Python code for model evaluation in regression tasks, exploring various regression models and helping select the best-performing model for your dataset using PCA and Mutual Information for feature selection.",3,2025-02-19T20:58:21Z,7 months ago,,,,,material/auto-fix
PREFER,https://github.com/rdkit/PREFER,https://doi.org/10.1039/C8SC04175J,,,ML+AI,Automatic Model Selection,,,"The PREFER framework automates the evaluation of different combinations of molecular representations and machine learning models for predicting molecular properties, utilizing AutoSklearn for model selection and hyperparameter tuning.",28,2023-05-24T05:21:40Z,20 months ago,,344,Chemical Science,7.6,material/auto-fix
ROBERT,https://github.com/jvalegre/robert,https://doi.org/10.1002/wcms.1733,,,ML+AI,Automatic Model Selection,,,ROBERT: Bridging the Gap between Machine Learning and Chemistry,44,2025-02-17T11:30:21Z,2 months ago,,3,WIREs Computational Molecular Science,16.8,material/auto-fix
SPOC,https://github.com/WhitestoneYang/spoc,https://doi.org/10.1002/cphc.202200255,,,ML+AI,Automatic Model Selection,,,"An integrated Python package for molecular descriptor generation, data processing, model training, and hyper-parameter optimization, aimed at facilitating the development of predictive models in the field of cheminformatics.",8,2024-01-14T15:15:30Z,12 months ago,,18,ChemPhysChem,2.3,material/auto-fix
TDC,https://github.com/mims-harvard/TDC,https://doi.org/10.7910/DVN/21LKWG,,,ML+AI,Automatic Model Selection,,,,1060,2025-02-17T16:04:36Z,0 months ago,,0,,,material/auto-fix
AI4Chemistry,,,,https://schwallergroup.github.io/ai4chem_course/,ML+AI,Courses,,,open courses - training in ML and AI (standalone),,,,,,,,material/school
BigChem,,,,http://bigchem.eu/alllectures,ML+AI,Courses,,,,,,,,,,,material/school
CS231n: Convolutional Neural Networks for Visual Recognition,,,,,ML+AI,Courses,,,,,,,,,,,material/school
Machine Learning,,,,https://dmol.pub/index.html,ML+AI,Courses,,,Deep learning for molecules (standalone),,,,,,,,material/school
Machine Learning,,,,https://mattmazur.com/2015/03/17/a-step-by-step-backpropagation-example/,ML+AI,Courses,,,Backpropagation (standalone),,,,,,,,material/school
Machine Learning in Drug Design - 2023,https://github.com/gmum/mldd23,,,,ML+AI,Courses,,,"This repository contains course materials for ""Machine Learning in Drug Design"" taught at Jagiellonian University in 2023, hosted by the GMUM machine learning research group. It includes lab materials, lecture slides, and notes covering various topics related to machine learning applications in drug design",22,2023-05-26T10:35:11Z,20 months ago,,,,,material/school
Machine Learning in Drug Design - UMWPL2021,https://github.com/gmum/umwpl2021,,,,ML+AI,Courses,,,"Similar to the 2023 course, this repository hosts materials for the course ""Machine Learning in Drug Design"" taught at Jagiellonian University, covering various topics with labs and providing environment setup instructions for Python.",10,2022-02-07T10:04:40Z,35 months ago,,,,,material/school
ML,,,,https://sites.google.com/view/ml-basics/home,ML+AI,Courses,,,machine learning (standalone),,,,,,,,material/school
Practical Deep Learning,,,,https://course.fast.ai/,ML+AI,Courses,,,open courses - training in ML and AI (standalone),,,,,,,,material/school
TeachOpenCADD,https://github.com/volkamerlab/TeachOpenCADD,https://doi.org/10.1186/s13321-019-0351-x,,,ML+AI,Courses,,,a teaching platform offering tutorials on central topics in cheminformatics and structural bioinformatics.,831,2024-07-11T18:23:01Z,6 months ago,,41,Journal of Cheminformatics,7.1,material/school
OpenFL,https://github.com/securefederatedai/openfl,https://doi.org/10.1088/1361-6560/ac97d9,,,ML+AI,Federated Learning,,,Python framework for Federated Learning,757,2025-03-13T17:59:49Z,,,56,Physics in Medicine &amp; Biology,,material/set-merge
MolecularGPT,https://github.com/NYUSHCS/MolecularGPT,https://doi.org/10.48550/arXiv.2406.12950,,,ML+AI,Few shot learning,LLM,,MolecularGPT: Open Large Language Model (LLM) for Few-Shot Molecular Property Prediction,28,2024-07-05T11:20:38Z,6 months ago,,0,,,fontawesome/solid/battery-quarter
AttFPGNN,https://github.com/sanomics-lab/AttFPGNN-MAML,https://doi.org/10.1021/acsomega.4c02147,,,ML+AI,Few shot learning,,,Meta Learning with Attention Based FP-GNNs for Few-Shot Molecular Property Prediction,2,2024-04-18T08:09:35Z,9 months ago,,1,ACS Omega,3.7,fontawesome/solid/battery-quarter
FewGS,https://github.com/zixiaodan-99/FewGS,,,,ML+AI,Few shot learning,,,"This repository contains source code and datasets for ""Few-Shot Graph and SMILES Learning for Molecular Property Prediction.""",0,2022-07-09T06:29:42Z,30 months ago,,,,,fontawesome/solid/battery-quarter
Few-Shot-Learning-for-Low-Data-Drug-Discovery,https://github.com/danielvlla/Few-Shot-Learning-for-Low-Data-Drug-Discovery,https://doi.org/10.1021/acscentsci.6b00367,,,ML+AI,Few shot learning,,,Low Data Drug Discovery with One-Shot Learning,18,2022-06-24T14:20:24Z,31 months ago,,572,ACS Central Science,12.7,fontawesome/solid/battery-quarter
FS-Mol,https://github.com/microsoft/FS-Mol/,,,,ML+AI,Few shot learning,,,A Few-Shot Learning Dataset of Molecules,163,2021-12-08T14:07:23Z,37 months ago,,,,,fontawesome/solid/battery-quarter
KRGTS,https://github.com/Vencent-Won/KRGTS-public,https://doi.org/10.48550/arXiv.2405.15544,,,ML+AI,Few shot learning,,,Knowledge-enhanced Relation Graph and Task Sampling for Few-shot Molecular Property Prediction,6,2024-05-23T08:22:11Z,8 months ago,,0,,,fontawesome/solid/battery-quarter
Meta-MGNN,https://github.com/zhichunguo/Meta-MGNN,,,,ML+AI,Few shot learning,,,,132,2023-02-20T03:23:54Z,23 months ago,,,,,fontawesome/solid/battery-quarter
MHNfs,https://github.com/ml-jku/MHNfs?tab=readme-ov-file#setup,https://doi.org/10.48550/arXiv.2305.09481,,,ML+AI,Few shot learning,,,"Context-enriched molecule representations improve few-shot drug discovery, available on **[HuggingFace](https://huggingface.co/spaces/ml-jku/mhnfs)**",17,,9 months ago,,0,,,fontawesome/solid/battery-quarter
MolFesCue,https://github.com/zhangruochi/MolFeSCue,,,,ML+AI,Few shot learning,,,molecular property prediction in Data-Limited and imbalanced contexts using Few-Shot and contrastive learning,10,2024-06-07T10:14:20Z,7 months ago,,,,,fontawesome/solid/battery-quarter
PG-DERN,https://github.com/Bombtsti/PG-DERN,https://doi.org/10.1109/jbhi.2024.3381896,,,ML+AI,Few shot learning,,,Property-Aware Relation Networks for Few-Shot Molecular Property Prediction,0,2024-03-13T06:47:32Z,10 months ago,,2,IEEE Journal of Biomedical and Health Informatics,6.7,fontawesome/solid/battery-quarter
ChemFM,https://github.com/TheLuoFengLab/ChemFM,https://doi.org/10.48550/arXiv.2410.21422,,https://huggingface.co/ChemFM,ML+AI,Foundational Models,Chemical Language Model,,A Foundation Model for Chemical Design and Property Prediction,70,2025-01-25T22:46:32Z,0 months ago,,0,,,material/atom-variant
PocketXMol,https://github.com/pengxingang/PocketXMol,https://doi.org/10.48550/arXiv.2205.07249,,,ML+AI,Foundational Models,,,Decipher Fundamental Atomic Interactions to Unify Generative Molecular Docking and Design,23,2025-01-13T10:01:17Z,0 months ago,,0,,,material/atom-variant
A Simple NN Module for Relational Reasoning,,https://doi.org/10.48550/arXiv.1706.01427,,,ML+AI,Important Papers,,,A simple neural network module for relational reasoning,,,,,0,,,material/paperclip-check
A Tutorial Introduction to the Minimum Description Length Principle,,https://doi.org/10.48550/arXiv.math/0406077,,,ML+AI,Important Papers,,,A tutorial introduction to the minimum description length principle,,,,,0,,,material/paperclip-check
